timestamp,src_ip,dst_ip,protocol,activity_type,event_details,src_ip_int,dst_ip_int,protocol_code,activity_label
2025-01-01 05:00:04,255.102.175.105,253.234.73.81,UDP,red,RED - UDP connection from 255.102.175.105 to 253.234.73.81,4284919657,4259989841,4,1
2025-01-01 00:10:33,81.126.113.183,190.223.141.216,ICMP,red,RED - ICMP connection from 81.126.113.183 to 190.223.141.216,1367241143,3202321880,2,1
2025-01-01 04:46:31,227.150.199.246,107.184.241.205,UDP,red,RED - UDP connection from 227.150.199.246 to 107.184.241.205,3818309622,1807282637,4,1
2025-01-01 06:04:00,158.153.186.249,112.103.254.163,TCP,red,RED - TCP connection from 158.153.186.249 to 112.103.254.163,2660875001,1885863587,3,1
2025-01-01 16:20:27,46.38.95.247,45.61.193.11,HTTP,blue,BLUE - Defensive action on 45.61.193.11,774266871,759021835,0,0
2025-01-01 15:59:20,32.239.155.180,104.139.252.113,TCP,red,RED - TCP connection from 32.239.155.180 to 104.139.252.113,552573876,1754004593,3,1
2025-01-01 02:25:48,179.111.252.106,255.62.188.20,TCP,blue,BLUE - Defensive action on 255.62.188.20,3010460778,4282301460,3,0
2025-01-01 20:02:12,26.25.7.249,24.121.85.105,HTTP,blue,BLUE - Defensive action on 24.121.85.105,437848057,410604905,0,0
2025-01-01 00:15:55,183.217.176.63,255.21.229.247,UDP,red,RED - UDP connection from 183.217.176.63 to 255.21.229.247,3084496959,4279625207,4,1
2025-01-01 13:18:15,140.88.241.245,253.37.8.151,TCP,red,RED - TCP connection from 140.88.241.245 to 253.37.8.151,2354639349,4247062679,3,1
2025-01-01 12:50:55,210.176.249.203,124.3.71.113,UDP,red,RED - UDP connection from 210.176.249.203 to 124.3.71.113,3534813643,2080589681,4,1
2025-01-01 11:13:03,2.86.251.1,25.35.213.135,HTTP,blue,BLUE - Defensive action on 25.35.213.135,39254785,421778823,0,0
2025-01-01 10:37:10,67.161.201.180,213.167.162.116,ICMP,red,RED - ICMP connection from 67.161.201.180 to 213.167.162.116,1134676404,3584533108,2,1
2025-01-01 04:21:10,191.94.98.56,190.247.141.186,HTTPS,blue,BLUE - Defensive action on 190.247.141.186,3210633784,3203894714,1,0
2025-01-01 09:41:31,74.253.195.34,111.105.110.211,ICMP,red,RED - ICMP connection from 74.253.195.34 to 111.105.110.211,1258144546,1869180627,2,1
2025-01-01 05:52:26,74.98.240.89,113.118.112.151,ICMP,blue,BLUE - Defensive action on 113.118.112.151,1247998041,1903587479,2,0
2025-01-01 10:03:51,238.116.50.31,19.184.19.140,UDP,blue,BLUE - Defensive action on 19.184.19.140,4000592415,330830732,4,0
2025-01-01 03:15:50,82.221.72.67,30.160.22.251,UDP,blue,BLUE - Defensive action on 30.160.22.251,1390233667,513808123,4,0
2025-01-01 16:22:27,233.96.164.155,122.77.31.116,TCP,blue,BLUE - Defensive action on 122.77.31.116,3915424923,2051874676,3,0
2025-01-01 21:11:55,103.214.18.203,248.184.43.28,UDP,blue,BLUE - Defensive action on 248.184.43.28,1742082763,4172819228,4,0
2025-01-01 02:12:16,102.141.97.248,32.232.46.170,UDP,red,RED - UDP connection from 102.141.97.248 to 32.232.46.170,1720541688,552087210,4,1
2025-01-01 16:37:58,217.154.101.99,219.247.54.61,HTTP,blue,BLUE - Defensive action on 219.247.54.61,3650774371,3690411581,0,0
2025-01-01 21:12:22,203.21.49.55,134.3.192.155,HTTPS,blue,BLUE - Defensive action on 134.3.192.155,3407163703,2248392859,1,0
2025-01-01 20:08:07,241.192.221.48,175.194.43.198,HTTPS,blue,BLUE - Defensive action on 175.194.43.198,4055948592,2948737990,1,0
2025-01-01 03:29:37,43.3.33.54,172.109.217.214,TCP,red,RED - TCP connection from 43.3.33.54 to 172.109.217.214,721625398,2892880342,3,1
2025-01-01 02:47:09,170.252.238.52,76.254.251.130,ICMP,blue,BLUE - Defensive action on 76.254.251.130,2868702772,1291778946,2,0
2025-01-01 10:16:36,197.178.65.131,27.207.54.84,HTTPS,red,RED - HTTPS connection from 197.178.65.131 to 27.207.54.84,3316793731,466564692,1,1
2025-01-01 10:58:49,218.61.21.89,137.219.189.18,HTTPS,blue,BLUE - Defensive action on 137.219.189.18,3661436249,2312879378,1,0
2025-01-01 21:48:00,193.85.165.224,81.154.138.176,ICMP,red,RED - ICMP connection from 193.85.165.224 to 81.154.138.176,3243615712,1369082544,2,1
2025-01-01 10:13:42,15.241.183.197,150.119.81.26,UDP,red,RED - UDP connection from 15.241.183.197 to 150.119.81.26,267499461,2524401946,4,1
2025-01-01 04:34:17,24.88.104.61,130.40.218.186,HTTP,blue,BLUE - Defensive action on 130.40.218.186,408447037,2183715514,0,0
2025-01-01 10:17:36,180.232.36.176,60.135.101.109,TCP,red,RED - TCP connection from 180.232.36.176 to 60.135.101.109,3035112624,1015506285,3,1
2025-01-01 23:03:32,78.123.129.169,40.216.193.19,HTTP,blue,BLUE - Defensive action on 40.216.193.19,1316716969,685293843,0,0
2025-01-01 03:44:13,104.211.18.143,141.0.46.203,HTTPS,blue,BLUE - Defensive action on 141.0.46.203,1758663311,2365599435,1,0
2025-01-01 04:31:24,238.80.225.117,1.219.103.177,UDP,blue,BLUE - Defensive action on 1.219.103.177,3998278005,31156145,4,0
2025-01-01 01:52:23,248.147.159.91,27.108.79.169,HTTP,red,RED - HTTP connection from 248.147.159.91 to 27.108.79.169,4170424155,460083113,0,1
2025-01-01 18:18:36,136.214.82.210,52.70.128.14,HTTP,blue,BLUE - Defensive action on 52.70.128.14,2295747282,877035534,0,0
2025-01-01 05:12:06,37.215.24.240,229.156.145.56,UDP,blue,BLUE - Defensive action on 229.156.145.56,634853616,3852243256,4,0
2025-01-01 06:30:01,51.11.90.216,68.51.10.213,UDP,blue,BLUE - Defensive action on 68.51.10.213,856382168,1144195797,4,0
2025-01-01 20:49:27,134.86.194.44,36.137.154.69,HTTP,red,RED - HTTP connection from 134.86.194.44 to 36.137.154.69,2253832748,612997701,0,1
2025-01-02 00:00:00,175.70.49.232,161.20.158.202,HTTP,red,RED - HTTP connection from 175.70.49.232 to 161.20.158.202,2940613096,2702483146,0,1
2025-01-01 19:04:36,21.202.158.191,87.113.170.200,UDP,red,RED - UDP connection from 21.202.158.191 to 87.113.170.200,365600447,1467067080,4,1
2025-01-01 12:56:47,250.242.91.242,14.60.173.152,HTTP,red,RED - HTTP connection from 250.242.91.242 to 14.60.173.152,4210187250,238857624,0,1
2025-01-01 22:03:53,54.3.100.252,211.202.56.223,ICMP,blue,BLUE - Defensive action on 211.202.56.223,906192124,3553245407,2,0
2025-01-01 11:49:28,44.235.185.23,112.54.124.112,HTTPS,blue,BLUE - Defensive action on 112.54.124.112,753645847,1882618992,1,0
2025-01-01 05:30:08,193.49.43.172,89.211.116.142,TCP,blue,BLUE - Defensive action on 89.211.116.142,3241225132,1507030158,3,0
2025-01-01 15:13:39,153.70.196.109,48.249.88.143,UDP,blue,BLUE - Defensive action on 48.249.88.143,2571551853,821647503,4,0
2025-01-01 21:01:41,195.159.107.83,52.98.146.71,HTTPS,blue,BLUE - Defensive action on 52.98.146.71,3282004819,878875207,1,0
2025-01-01 15:00:28,67.79.155.3,1.69.176.74,HTTP,red,RED - HTTP connection from 67.79.155.3 to 1.69.176.74,1129290499,21344330,0,1
2025-01-01 23:58:09,220.51.197.76,156.99.73.223,HTTPS,red,RED - HTTPS connection from 220.51.197.76 to 156.99.73.223,3694380364,2623752671,1,1
2025-01-01 14:27:01,242.71.120.29,147.61.128.128,TCP,red,RED - TCP connection from 242.71.120.29 to 147.61.128.128,4064770077,2470281344,3,1
2025-01-01 04:59:47,196.130.148.84,31.3.254.192,HTTP,red,RED - HTTP connection from 196.130.148.84 to 31.3.254.192,3296891988,520355520,0,1
2025-01-01 12:26:31,243.248.98.58,36.79.39.76,TCP,red,RED - TCP connection from 243.248.98.58 to 36.79.39.76,4093141562,609167180,3,1
2025-01-01 17:20:22,115.185.55.116,129.113.22.187,HTTPS,blue,BLUE - Defensive action on 129.113.22.187,1941518196,2171672251,1,0
2025-01-01 00:40:41,218.15.207.197,152.108.18.142,ICMP,blue,BLUE - Defensive action on 152.108.18.142,3658469317,2557219470,2,0
2025-01-01 18:57:22,28.231.233.212,225.21.125.133,HTTPS,blue,BLUE - Defensive action on 225.21.125.133,484960724,3776281989,1,0
2025-01-01 07:46:56,222.205.30.43,98.1.199.68,HTTP,blue,BLUE - Defensive action on 98.1.199.68,3737984555,1644283716,0,0
2025-01-01 02:50:15,34.115.227.3,3.175.61.253,HTTP,red,RED - HTTP connection from 34.115.227.3 to 3.175.61.253,578020099,61816317,0,1
2025-01-01 19:27:43,163.251.46.204,178.170.114.239,HTTPS,red,RED - HTTPS connection from 163.251.46.204 to 178.170.114.239,2751147724,2997514991,1,1
2025-01-01 18:17:27,254.63.140.218,181.244.110.127,ICMP,blue,BLUE - Defensive action on 181.244.110.127,4265577690,3052695167,2,0
2025-01-01 05:00:18,2.80.208.168,240.243.244.167,UDP,blue,BLUE - Defensive action on 240.243.244.167,38850728,4042519719,4,0
2025-01-01 11:22:34,184.199.249.196,29.251.240.122,HTTPS,red,RED - HTTPS connection from 184.199.249.196 to 29.251.240.122,3100113348,503050362,1,1
2025-01-01 06:11:20,216.92.150.25,121.65.132.186,HTTPS,red,RED - HTTPS connection from 216.92.150.25 to 121.65.132.186,3629946393,2034336954,1,1
2025-01-01 09:23:11,49.2.3.148,134.60.3.97,UDP,blue,BLUE - Defensive action on 134.60.3.97,822215572,2252079969,4,0
2025-01-01 23:15:26,117.141.218.178,232.165.131.42,TCP,blue,BLUE - Defensive action on 232.165.131.42,1972230834,3903161130,3,0
2025-01-01 16:45:19,119.20.46.74,166.233.177.180,ICMP,blue,BLUE - Defensive action on 166.233.177.180,1997811274,2800333236,2,0
2025-01-01 20:21:48,51.249.202.167,147.100.126.63,TCP,blue,BLUE - Defensive action on 147.100.126.63,872008359,2472836671,3,0
2025-01-01 05:45:15,202.14.248.132,30.36.120.185,HTTP,blue,BLUE - Defensive action on 30.36.120.185,3389978756,505706681,0,0
2025-01-01 01:50:08,238.224.234.247,216.56.54.201,HTTPS,red,RED - HTTPS connection from 238.224.234.247 to 216.56.54.201,4007717623,3627562697,1,1
2025-01-01 13:33:36,6.172.155.80,72.251.50.249,UDP,red,RED - UDP connection from 6.172.155.80 to 72.251.50.249,111975248,1224422137,4,1
2025-01-01 06:22:42,121.226.142.47,150.223.251.249,TCP,blue,BLUE - Defensive action on 150.223.251.249,2044890671,2531261433,3,0
2025-01-01 05:47:17,224.140.47.168,93.128.42.96,UDP,red,RED - UDP connection from 224.140.47.168 to 93.128.42.96,3767283624,1568680544,4,1
2025-01-01 08:46:14,85.142.25.130,58.193.206.210,UDP,red,RED - UDP connection from 85.142.25.130 to 58.193.206.210,1435376002,985779922,4,1
2025-01-01 15:20:49,128.68.161.202,125.153.128.144,HTTPS,red,RED - HTTPS connection from 128.68.161.202 to 125.153.128.144,2151981514,2107211920,1,1
2025-01-01 23:14:55,241.190.55.173,60.241.12.159,HTTPS,blue,BLUE - Defensive action on 60.241.12.159,4055775149,1022430367,1,0
2025-01-01 01:40:25,17.133.160.4,181.114.173.133,HTTPS,red,RED - HTTPS connection from 17.133.160.4 to 181.114.173.133,293969924,3044191621,1,1
2025-01-01 16:39:02,145.253.57.147,30.137.187.139,TCP,blue,BLUE - Defensive action on 30.137.187.139,2449291667,512342923,3,0
2025-01-01 02:58:55,121.9.26.244,90.114.35.200,TCP,red,RED - TCP connection from 121.9.26.244 to 90.114.35.200,2030639860,1517429704,3,1
2025-01-01 23:16:50,29.12.140.63,58.71.52.174,HTTPS,red,RED - HTTPS connection from 29.12.140.63 to 58.71.52.174,487361599,977745070,1,1
2025-01-01 05:11:54,218.224.17.33,18.120.187.93,HTTP,red,RED - HTTP connection from 218.224.17.33 to 18.120.187.93,3672117537,309902173,0,1
2025-01-01 15:24:10,251.0.127.77,12.150.227.36,HTTPS,blue,BLUE - Defensive action on 12.150.227.36,4211113805,211215140,1,0
2025-01-01 16:42:22,175.235.14.124,30.132.34.98,UDP,red,RED - UDP connection from 175.235.14.124 to 30.132.34.98,2951417468,511976034,4,1
2025-01-01 05:42:37,242.189.60.155,219.209.56.31,ICMP,blue,BLUE - Defensive action on 219.209.56.31,4072488091,3687921695,2,0
2025-01-01 23:13:57,236.18.106.57,230.103.231.221,UDP,blue,BLUE - Defensive action on 230.103.231.221,3960629817,3865569245,4,0
2025-01-01 01:54:55,40.80.25.173,21.139.226.170,HTTP,blue,BLUE - Defensive action on 21.139.226.170,676338093,361489066,0,0
2025-01-01 04:33:15,35.7.97.29,209.8.96.220,TCP,red,RED - TCP connection from 35.7.97.29 to 209.8.96.220,587686173,3506987228,3,1
2025-01-01 19:58:59,119.37.148.172,18.128.50.51,HTTPS,blue,BLUE - Defensive action on 18.128.50.51,1998951596,310391347,1,0
2025-01-01 13:42:49,168.193.187.151,168.39.128.97,UDP,blue,BLUE - Defensive action on 168.39.128.97,2831268759,2821161057,4,0
2025-01-01 20:24:59,182.104.70.252,86.122.58.167,HTTP,red,RED - HTTP connection from 182.104.70.252 to 86.122.58.167,3060287228,1450850983,0,1
2025-01-01 04:57:55,192.200.151.246,163.73.152.174,ICMP,red,RED - ICMP connection from 192.200.151.246 to 163.73.152.174,3234371574,2739509422,2,1
2025-01-01 16:04:30,92.248.234.127,29.75.63.90,TCP,red,RED - TCP connection from 92.248.234.127 to 29.75.63.90,1559816831,491470682,3,1
2025-01-01 15:09:28,105.76.153.97,48.242.123.218,UDP,blue,BLUE - Defensive action on 48.242.123.218,1766627681,821197786,4,0
2025-01-01 02:08:28,252.170.78.212,184.107.115.180,TCP,red,RED - TCP connection from 252.170.78.212 to 184.107.115.180,4239019732,3094049716,3,1
2025-01-01 22:57:09,217.221.212.218,127.148.18.125,HTTP,blue,BLUE - Defensive action on 127.148.18.125,3655193818,2140410493,0,0
2025-01-01 08:35:03,99.41.191.58,8.163.50.215,ICMP,red,RED - ICMP connection from 99.41.191.58 to 8.163.50.215,1663680314,144913111,2,1
2025-01-01 08:27:31,214.171.210.149,88.167.248.152,HTTPS,blue,BLUE - Defensive action on 88.167.248.152,3601584789,1487403160,1,0
2025-01-01 07:31:16,139.179.163.70,37.145.125.44,TCP,blue,BLUE - Defensive action on 37.145.125.44,2343805766,630291756,3,0
2025-01-01 07:29:18,80.221.243.41,155.158.103.129,HTTP,blue,BLUE - Defensive action on 155.158.103.129,1356722985,2610849665,0,0
2025-01-01 16:03:37,172.60.139.39,41.140.58.4,HTTPS,red,RED - HTTPS connection from 172.60.139.39 to 41.140.58.4,2889648935,697055748,1,1
2025-01-01 02:29:02,128.13.91.98,155.167.78.78,HTTPS,red,RED - HTTPS connection from 128.13.91.98 to 155.167.78.78,2148359010,2611433038,1,1
2025-01-01 16:40:31,78.67.156.44,203.133.116.124,ICMP,blue,BLUE - Defensive action on 203.133.116.124,1313053740,3414520956,2,0
2025-01-01 18:29:02,234.54.152.216,164.101.78.96,UDP,red,RED - UDP connection from 234.54.152.216 to 164.101.78.96,3929446616,2758102624,4,1
2025-01-01 00:58:37,48.101.35.234,247.197.145.53,UDP,blue,BLUE - Defensive action on 247.197.145.53,811934698,4156920117,4,0
2025-01-01 07:16:11,25.13.105.44,164.149.41.122,TCP,blue,BLUE - Defensive action on 164.149.41.122,420309292,2761238906,3,0
2025-01-01 14:41:13,110.244.196.2,10.102.191.244,TCP,blue,BLUE - Defensive action on 10.102.191.244,1861534722,174505972,3,0
2025-01-01 00:34:47,123.156.82.181,118.12.232.119,UDP,blue,BLUE - Defensive action on 118.12.232.119,2073842357,1980557431,4,0
2025-01-01 00:23:21,247.217.69.123,128.63.207.4,HTTPS,red,RED - HTTPS connection from 247.217.69.123 to 128.63.207.4,4158211451,2151665412,1,1
2025-01-01 01:26:15,125.224.150.139,179.250.97.146,UDP,blue,BLUE - Defensive action on 179.250.97.146,2111870603,3019530642,4,0
2025-01-01 07:12:09,73.89.112.227,68.89.173.217,HTTPS,red,RED - HTTPS connection from 73.89.112.227 to 68.89.173.217,1230598371,1146727897,1,1
2025-01-01 17:11:34,228.99.61.223,175.195.152.106,TCP,red,RED - TCP connection from 228.99.61.223 to 175.195.152.106,3831709151,2948831338,3,1
2025-01-01 00:56:05,155.62.143.244,180.127.188.116,HTTPS,blue,BLUE - Defensive action on 180.127.188.116,2604568564,3028270196,1,0
2025-01-01 10:35:38,23.57.45.88,190.96.59.147,ICMP,red,RED - ICMP connection from 23.57.45.88 to 190.96.59.147,389623128,3193977747,2,1
2025-01-01 14:08:11,189.18.97.88,186.113.243.233,ICMP,blue,BLUE - Defensive action on 186.113.243.233,3172098392,3128030185,2,0
2025-01-01 18:17:40,89.201.89.118,250.61.235.81,TCP,red,RED - TCP connection from 89.201.89.118 to 250.61.235.81,1506367862,4198361937,3,1
2025-01-01 04:40:27,27.198.164.130,226.196.214.251,HTTPS,red,RED - HTTPS connection from 27.198.164.130 to 226.196.214.251,466003074,3804550907,1,1
2025-01-01 01:32:10,127.112.1.164,58.117.238.160,UDP,red,RED - UDP connection from 127.112.1.164 to 58.117.238.160,2138046884,980807328,4,1
2025-01-01 21:52:33,37.93.135.43,186.175.232.153,HTTPS,red,RED - HTTPS connection from 37.93.135.43 to 186.175.232.153,626886443,3132090521,1,1
2025-01-01 23:00:02,47.69.32.184,199.234.18.76,UDP,red,RED - UDP connection from 47.69.32.184 to 199.234.18.76,793059512,3354006092,4,1
2025-01-01 21:37:38,176.210.163.116,123.68.133.45,HTTPS,blue,BLUE - Defensive action on 123.68.133.45,2966594420,2068088109,1,0
2025-01-01 20:30:07,243.96.252.139,80.89.251.10,TCP,red,RED - TCP connection from 243.96.252.139 to 80.89.251.10,4083219595,1348074250,3,1
2025-01-01 12:56:56,40.70.135.94,228.127.119.66,ICMP,red,RED - ICMP connection from 40.70.135.94 to 228.127.119.66,675710814,3833558850,2,1
2025-01-01 04:06:58,34.30.81.27,107.247.224.47,HTTPS,blue,BLUE - Defensive action on 107.247.224.47,572412187,1811406895,1,0
2025-01-01 09:12:38,142.196.158.164,246.185.62.137,UDP,blue,BLUE - Defensive action on 246.185.62.137,2395250340,4139335305,4,0
2025-01-01 22:09:21,234.229.195.131,164.119.6.60,TCP,red,RED - TCP connection from 234.229.195.131 to 164.119.6.60,3940926339,2759263804,3,1
2025-01-01 15:55:40,24.113.230.227,90.13.212.14,HTTP,blue,BLUE - Defensive action on 90.13.212.14,410117859,1510855694,0,0
2025-01-01 15:43:46,189.165.128.7,24.117.10.196,ICMP,red,RED - ICMP connection from 189.165.128.7 to 24.117.10.196,3181740039,410323652,2,1
2025-01-01 16:00:27,173.54.92.214,91.194.217.55,HTTPS,red,RED - HTTPS connection from 173.54.92.214 to 91.194.217.55,2906021078,1539496247,1,1
2025-01-01 04:39:19,128.44.154.214,173.239.86.230,HTTP,red,RED - HTTP connection from 128.44.154.214 to 173.239.86.230,2150406870,2918143718,0,1
2025-01-01 04:41:39,27.196.156.43,17.23.152.243,ICMP,blue,BLUE - Defensive action on 17.23.152.243,465869867,286759155,2,0
2025-01-01 14:55:52,116.84.129.54,130.22.236.7,TCP,blue,BLUE - Defensive action on 130.22.236.7,1951695158,2182540295,3,0
2025-01-01 08:04:27,95.40.19.186,99.205.146.183,HTTPS,red,RED - HTTPS connection from 95.40.19.186 to 99.205.146.183,1596462010,1674416823,1,1
2025-01-01 12:53:59,156.23.2.65,130.195.154.251,HTTP,blue,BLUE - Defensive action on 130.195.154.251,2618753601,2193857275,0,0
2025-01-01 13:46:35,79.150.65.46,187.0.200.218,HTTPS,red,RED - HTTPS connection from 79.150.65.46 to 187.0.200.218,1335247150,3137390810,1,1
2025-01-01 01:37:36,208.58.11.218,88.55.84.239,UDP,red,RED - UDP connection from 208.58.11.218 to 88.55.84.239,3493465050,1480021231,4,1
2025-01-01 16:34:42,239.164.96.252,179.122.196.60,HTTP,red,RED - HTTP connection from 239.164.96.252 to 179.122.196.60,4020527356,3011167292,0,1
2025-01-01 09:47:49,167.209.10.222,200.4.242.234,UDP,red,RED - UDP connection from 167.209.10.222 to 200.4.242.234,2815494878,3355767530,4,1
2025-01-01 10:09:19,226.230.124.193,119.194.172.8,HTTP,blue,BLUE - Defensive action on 119.194.172.8,3806756033,2009246728,0,0
2025-01-01 13:58:31,194.71.40.129,191.177.27.26,HTTP,red,RED - HTTP connection from 194.71.40.129 to 191.177.27.26,3259443329,3216055066,0,1
2025-01-01 06:18:06,170.39.249.30,152.237.166.143,TCP,blue,BLUE - Defensive action on 152.237.166.143,2854746398,2565711503,3,0
2025-01-01 23:56:40,223.236.211.14,49.185.255.161,HTTP,red,RED - HTTP connection from 223.236.211.14 to 49.185.255.161,3756839694,834273185,0,1
2025-01-01 04:44:07,122.109.228.20,95.206.202.224,ICMP,blue,BLUE - Defensive action on 95.206.202.224,2054022164,1607387872,2,0
2025-01-01 21:11:11,189.170.68.12,91.173.89.213,HTTP,blue,BLUE - Defensive action on 91.173.89.213,3182052364,1538087381,0,0
2025-01-01 09:30:53,155.233.75.66,64.82.6.30,TCP,blue,BLUE - Defensive action on 64.82.6.30,2615757634,1079117342,3,0
2025-01-01 18:44:50,106.96.1.253,164.164.8.163,ICMP,red,RED - ICMP connection from 106.96.1.253 to 164.164.8.163,1784676861,2762213539,2,1
2025-01-01 14:21:52,210.176.74.75,11.147.40.89,HTTP,blue,BLUE - Defensive action on 11.147.40.89,3534768715,194193497,0,0
2025-01-01 21:37:40,253.247.15.111,242.84.222.41,TCP,red,RED - TCP connection from 253.247.15.111 to 242.84.222.41,4260826991,4065648169,3,1
2025-01-01 11:23:53,148.219.207.182,164.213.148.30,HTTP,red,RED - HTTP connection from 148.219.207.182 to 164.213.148.30,2497433526,2765460510,0,1
2025-01-01 12:16:25,203.151.98.45,157.207.218.132,ICMP,red,RED - ICMP connection from 203.151.98.45 to 157.207.218.132,3415695917,2647644804,2,1
2025-01-01 23:15:55,230.155.47.44,27.90.16.212,HTTPS,blue,BLUE - Defensive action on 27.90.16.212,3868929836,458887380,1,0
2025-01-01 19:34:13,206.111.126.175,194.41.228.136,ICMP,red,RED - ICMP connection from 206.111.126.175 to 194.41.228.136,3463413423,3257525384,2,1
2025-01-01 05:33:48,181.109.32.107,105.169.238.107,TCP,red,RED - TCP connection from 181.109.32.107 to 105.169.238.107,3043827819,1772744299,3,1
2025-01-01 14:35:38,172.48.94.252,36.244.165.240,UDP,red,RED - UDP connection from 172.48.94.252 to 36.244.165.240,2888851196,620013040,4,1
2025-01-01 15:41:25,44.90.191.48,181.68.101.125,UDP,red,RED - UDP connection from 44.90.191.48 to 181.68.101.125,744144688,3041158525,4,1
2025-01-01 01:31:44,149.243.79.96,198.45.127.41,HTTP,red,RED - HTTP connection from 149.243.79.96 to 198.45.127.41,2515750752,3324870441,0,1
2025-01-01 02:10:57,216.190.132.161,130.181.63.13,TCP,blue,BLUE - Defensive action on 130.181.63.13,3636364449,2192916237,3,0
2025-01-01 20:14:08,3.97.43.62,185.208.250.143,UDP,blue,BLUE - Defensive action on 185.208.250.143,56699710,3117480591,4,0
2025-01-01 11:23:37,134.180.107.177,26.22.121.10,UDP,red,RED - UDP connection from 134.180.107.177 to 26.22.121.10,2259970993,437680394,4,1
2025-01-01 16:40:36,238.163.79.2,249.169.151.122,ICMP,red,RED - ICMP connection from 238.163.79.2 to 249.169.151.122,4003680002,4188641146,2,1
2025-01-01 20:05:39,41.169.218.246,119.118.207.162,UDP,red,RED - UDP connection from 41.169.218.246 to 119.118.207.162,698997494,2004275106,4,1
2025-01-01 04:32:33,119.189.98.114,3.113.10.195,ICMP,blue,BLUE - Defensive action on 3.113.10.195,2008900210,57739971,2,0
2025-01-01 15:43:26,25.190.66.143,16.168.62.106,ICMP,blue,BLUE - Defensive action on 16.168.62.106,431899279,279461482,2,0
2025-01-01 22:34:50,62.164.32.169,248.198.97.135,HTTP,red,RED - HTTP connection from 62.164.32.169 to 248.198.97.135,1050943657,4173750663,0,1
2025-01-01 11:48:24,216.28.117.211,9.161.205.69,TCP,red,RED - TCP connection from 216.28.117.211 to 9.161.205.69,3625743827,161598789,3,1
2025-01-01 09:42:14,137.28.112.148,217.198.181.240,UDP,red,RED - UDP connection from 137.28.112.148 to 217.198.181.240,2300342420,3653678576,4,1
2025-01-01 02:52:25,111.92.150.83,27.40.167.170,ICMP,blue,BLUE - Defensive action on 27.40.167.170,1868338771,455649194,2,0
2025-01-01 17:33:34,96.161.252.230,253.140.251.47,HTTPS,blue,BLUE - Defensive action on 253.140.251.47,1621228774,4253874991,1,0
2025-01-01 10:09:45,90.204.169.241,8.59.133.46,HTTPS,blue,BLUE - Defensive action on 8.59.133.46,1523362289,138118446,1,0
2025-01-01 06:37:14,125.108.181.205,67.174.143.226,HTTPS,blue,BLUE - Defensive action on 67.174.143.226,2104276429,1135513570,1,0
2025-01-01 13:52:05,255.150.232.130,155.220.50.204,TCP,red,RED - TCP connection from 255.150.232.130 to 155.220.50.204,4288080002,2614899404,3,1
2025-01-01 01:20:55,87.28.172.202,185.21.207.31,UDP,blue,BLUE - Defensive action on 185.21.207.31,1461497034,3105214239,4,0
2025-01-01 14:26:27,235.122.164.199,73.194.238.137,ICMP,blue,BLUE - Defensive action on 73.194.238.137,3950683335,1237511817,2,0
2025-01-01 11:35:04,191.242.195.99,254.77.253.247,TCP,red,RED - TCP connection from 191.242.195.99 to 254.77.253.247,3220357987,4266524151,3,1
2025-01-01 04:45:03,88.90.165.16,6.75.72.199,TCP,blue,BLUE - Defensive action on 6.75.72.199,1482335504,105597127,3,0
2025-01-01 12:32:03,254.45.4.157,253.206.65.219,ICMP,red,RED - ICMP connection from 254.45.4.157 to 253.206.65.219,4264363165,4258152923,2,1
2025-01-01 02:12:08,33.159.223.132,246.183.159.150,HTTPS,red,RED - HTTPS connection from 33.159.223.132 to 246.183.159.150,564125572,4139229078,1,1
2025-01-01 04:21:57,24.80.155.212,181.20.110.214,ICMP,red,RED - ICMP connection from 24.80.155.212 to 181.20.110.214,407935956,3038015190,2,1
2025-01-01 04:20:50,129.26.91.58,206.23.205.18,HTTP,blue,BLUE - Defensive action on 206.23.205.18,2165988154,3457666322,0,0
2025-01-01 05:50:20,11.254.106.177,239.246.169.61,TCP,red,RED - TCP connection from 11.254.106.177 to 239.246.169.61,201222833,4025919805,3,1
2025-01-01 07:04:17,196.223.130.198,234.178.250.163,ICMP,red,RED - ICMP connection from 196.223.130.198 to 234.178.250.163,3302982342,3937598115,2,1
2025-01-01 17:01:03,206.66.44.17,80.203.245.135,HTTP,blue,BLUE - Defensive action on 80.203.245.135,3460443153,1355543943,0,0
2025-01-01 22:19:10,211.89.212.64,46.221.234.99,UDP,red,RED - UDP connection from 211.89.212.64 to 46.221.234.99,3545879616,786295395,4,1
2025-01-01 04:52:36,81.60.122.79,30.93.191.178,UDP,blue,BLUE - Defensive action on 30.93.191.178,1362917967,509460402,4,0
2025-01-01 09:03:11,134.218.151.146,13.39.23.132,TCP,blue,BLUE - Defensive action on 13.39.23.132,2262472594,220665732,3,0
2025-01-01 12:51:25,172.202.207.151,52.7.35.236,TCP,blue,BLUE - Defensive action on 52.7.35.236,2898972567,872883180,3,0
2025-01-01 08:22:08,47.18.240.67,42.239.223.30,HTTP,red,RED - HTTP connection from 47.18.240.67 to 42.239.223.30,789770307,720363294,0,1
2025-01-01 13:08:58,108.182.24.75,75.39.99.197,UDP,red,RED - UDP connection from 108.182.24.75 to 75.39.99.197,1823873099,1260872645,4,1
2025-01-01 11:14:41,61.219.124.159,21.30.70.96,HTTP,blue,BLUE - Defensive action on 21.30.70.96,1037794463,354305632,0,0
