# Metadata:
# Simulated red vs blue cyber activity data for ML tasks
# Columns: timestamp, src_ip, dst_ip, protocol, activity_type, event_details
# activity_type: "red" = adversary, "blue" = defender
# Generated on: 2025-11-07 15:25:36
timestamp,src_ip,dst_ip,protocol,activity_type,event_details
2025-01-01 16:37:53,145.29.236.173,207.157.11.102,ICMP,red,RED - ICMP connection from 145.29.236.173 to 207.157.11.102
2025-01-01 07:56:00,149.37.23.109,89.32.30.240,TCP,blue,BLUE - Defensive action on 89.32.30.240
2025-01-01 01:09:19,74.209.92.197,35.215.191.229,HTTP,blue,BLUE - Defensive action on 35.215.191.229
2025-01-01 13:44:39,97.41.68.168,221.178.60.46,HTTPS,blue,BLUE - Defensive action on 221.178.60.46
2025-01-01 19:15:16,33.114.1.194,6.152.237.173,HTTPS,blue,BLUE - Defensive action on 6.152.237.173
2025-01-01 19:22:01,98.117.126.118,89.79.141.49,TCP,red,RED - TCP connection from 98.117.126.118 to 89.79.141.49
2025-01-01 15:15:50,158.8.123.53,18.51.17.115,HTTPS,red,RED - HTTPS connection from 158.8.123.53 to 18.51.17.115
2025-01-01 08:54:37,190.22.205.113,60.111.28.36,HTTPS,blue,BLUE - Defensive action on 60.111.28.36
2025-01-01 08:31:32,209.163.164.61,78.73.113.106,ICMP,blue,BLUE - Defensive action on 78.73.113.106
2025-01-01 02:13:09,143.89.218.143,127.24.176.242,HTTP,blue,BLUE - Defensive action on 127.24.176.242
2025-01-01 15:09:28,105.76.153.97,48.242.123.218,UDP,blue,BLUE - Defensive action on 48.242.123.218
2025-01-01 05:15:20,207.237.29.144,106.213.68.100,UDP,blue,BLUE - Defensive action on 106.213.68.100
2025-01-01 07:24:11,85.40.230.217,95.47.97.14,ICMP,blue,BLUE - Defensive action on 95.47.97.14
2025-01-01 22:01:34,155.20.37.49,206.111.245.54,ICMP,blue,BLUE - Defensive action on 206.111.245.54
2025-01-01 00:33:29,55.97.60.192,194.245.124.179,HTTPS,red,RED - HTTPS connection from 55.97.60.192 to 194.245.124.179
2025-01-01 14:26:27,235.122.164.199,73.194.238.137,ICMP,blue,BLUE - Defensive action on 73.194.238.137
2025-01-01 09:31:23,93.254.238.26,206.240.163.235,UDP,blue,BLUE - Defensive action on 206.240.163.235
2025-01-01 11:23:35,106.23.113.190,38.8.133.142,HTTPS,blue,BLUE - Defensive action on 38.8.133.142
2025-01-01 10:44:51,40.100.168.59,98.125.255.141,ICMP,blue,BLUE - Defensive action on 98.125.255.141
2025-01-01 17:47:24,248.251.235.44,188.180.86.36,HTTPS,blue,BLUE - Defensive action on 188.180.86.36
2025-01-01 06:42:03,235.30.17.215,217.38.24.196,TCP,blue,BLUE - Defensive action on 217.38.24.196
2025-01-01 05:00:21,216.118.34.182,39.4.111.130,HTTP,blue,BLUE - Defensive action on 39.4.111.130
2025-01-01 02:12:03,159.247.249.5,2.210.6.5,HTTPS,blue,BLUE - Defensive action on 2.210.6.5
2025-01-01 19:30:20,251.146.8.129,209.220.91.28,TCP,red,RED - TCP connection from 251.146.8.129 to 209.220.91.28
2025-01-01 08:46:24,50.129.181.69,204.203.40.96,HTTP,blue,BLUE - Defensive action on 204.203.40.96
2025-01-01 20:34:15,63.115.153.176,212.41.16.24,HTTP,blue,BLUE - Defensive action on 212.41.16.24
2025-01-01 13:43:56,142.243.28.164,3.87.42.128,HTTP,blue,BLUE - Defensive action on 3.87.42.128
2025-01-01 20:36:07,251.48.21.59,55.243.138.12,TCP,blue,BLUE - Defensive action on 55.243.138.12
2025-01-01 19:46:16,145.16.91.238,218.161.8.247,UDP,red,RED - UDP connection from 145.16.91.238 to 218.161.8.247
2025-01-01 14:30:05,238.39.153.42,145.123.199.174,HTTPS,blue,BLUE - Defensive action on 145.123.199.174
2025-01-01 13:58:31,194.71.40.129,191.177.27.26,HTTP,red,RED - HTTP connection from 194.71.40.129 to 191.177.27.26
2025-01-01 02:46:03,88.203.167.8,163.139.230.126,UDP,blue,BLUE - Defensive action on 163.139.230.126
2025-01-01 20:08:07,241.192.221.48,175.194.43.198,HTTPS,blue,BLUE - Defensive action on 175.194.43.198
2025-01-01 08:58:22,183.37.42.69,40.194.78.190,HTTP,blue,BLUE - Defensive action on 40.194.78.190
2025-01-01 13:07:57,28.46.2.242,79.227.184.195,ICMP,red,RED - ICMP connection from 28.46.2.242 to 79.227.184.195
2025-01-01 04:49:27,23.95.220.115,143.208.52.7,TCP,blue,BLUE - Defensive action on 143.208.52.7
2025-01-01 20:10:42,24.166.197.4,75.211.198.200,TCP,red,RED - TCP connection from 24.166.197.4 to 75.211.198.200
2025-01-01 20:49:27,134.86.194.44,36.137.154.69,HTTP,red,RED - HTTP connection from 134.86.194.44 to 36.137.154.69
2025-01-01 02:18:12,43.222.141.108,77.247.39.93,ICMP,red,RED - ICMP connection from 43.222.141.108 to 77.247.39.93
2025-01-01 22:45:24,127.100.234.28,35.155.3.243,HTTP,blue,BLUE - Defensive action on 35.155.3.243
2025-01-01 22:34:49,98.168.225.86,111.69.153.83,HTTPS,red,RED - HTTPS connection from 98.168.225.86 to 111.69.153.83
2025-01-01 17:26:24,81.90.203.248,82.149.251.248,HTTPS,red,RED - HTTPS connection from 81.90.203.248 to 82.149.251.248
2025-01-01 11:51:54,97.143.201.94,30.102.92.175,HTTPS,red,RED - HTTPS connection from 97.143.201.94 to 30.102.92.175
2025-01-01 16:48:25,242.107.224.205,75.35.209.173,HTTP,red,RED - HTTP connection from 242.107.224.205 to 75.35.209.173
2025-01-01 23:03:32,78.123.129.169,40.216.193.19,HTTP,blue,BLUE - Defensive action on 40.216.193.19
2025-01-01 21:11:55,103.214.18.203,248.184.43.28,UDP,blue,BLUE - Defensive action on 248.184.43.28
2025-01-01 06:03:22,166.22.204.248,193.169.220.28,TCP,red,RED - TCP connection from 166.22.204.248 to 193.169.220.28
2025-01-01 09:25:13,57.113.228.96,101.237.77.89,TCP,blue,BLUE - Defensive action on 101.237.77.89
2025-01-01 03:48:23,76.212.43.30,213.72.178.80,ICMP,blue,BLUE - Defensive action on 213.72.178.80
2025-01-01 07:31:54,134.247.178.122,25.224.231.82,TCP,blue,BLUE - Defensive action on 25.224.231.82
2025-01-01 01:37:36,208.58.11.218,88.55.84.239,UDP,red,RED - UDP connection from 208.58.11.218 to 88.55.84.239
2025-01-01 20:05:39,41.169.218.246,119.118.207.162,UDP,red,RED - UDP connection from 41.169.218.246 to 119.118.207.162
2025-01-01 23:19:08,169.221.202.8,189.101.230.152,HTTP,blue,BLUE - Defensive action on 189.101.230.152
2025-01-01 00:09:43,181.109.105.72,193.32.52.205,HTTPS,red,RED - HTTPS connection from 181.109.105.72 to 193.32.52.205
2025-01-01 13:19:05,84.100.234.30,68.250.160.153,HTTP,blue,BLUE - Defensive action on 68.250.160.153
2025-01-01 21:22:19,30.178.180.217,118.88.152.236,HTTPS,red,RED - HTTPS connection from 30.178.180.217 to 118.88.152.236
2025-01-01 04:52:36,81.60.122.79,30.93.191.178,UDP,blue,BLUE - Defensive action on 30.93.191.178
2025-01-01 15:13:39,153.70.196.109,48.249.88.143,UDP,blue,BLUE - Defensive action on 48.249.88.143
2025-01-01 10:30:58,36.95.161.216,116.27.183.244,TCP,blue,BLUE - Defensive action on 116.27.183.244
2025-01-01 04:58:15,50.196.253.105,176.251.212.182,HTTP,blue,BLUE - Defensive action on 176.251.212.182
2025-01-01 06:05:22,22.15.112.75,9.140.115.138,ICMP,red,RED - ICMP connection from 22.15.112.75 to 9.140.115.138
2025-01-01 16:39:02,145.253.57.147,30.137.187.139,TCP,blue,BLUE - Defensive action on 30.137.187.139
2025-01-01 19:53:31,56.217.52.189,213.126.152.224,TCP,blue,BLUE - Defensive action on 213.126.152.224
2025-01-01 09:34:07,90.44.224.222,255.60.121.54,HTTPS,blue,BLUE - Defensive action on 255.60.121.54
2025-01-01 22:13:08,162.219.84.158,36.105.105.207,TCP,blue,BLUE - Defensive action on 36.105.105.207
2025-01-01 19:22:47,72.86.165.251,181.149.148.147,ICMP,red,RED - ICMP connection from 72.86.165.251 to 181.149.148.147
2025-01-01 04:56:11,247.210.30.71,222.64.67.64,UDP,blue,BLUE - Defensive action on 222.64.67.64
2025-01-01 09:00:47,195.201.250.37,148.137.212.97,HTTP,red,RED - HTTP connection from 195.201.250.37 to 148.137.212.97
2025-01-01 23:04:10,204.47.206.132,192.142.188.117,HTTP,blue,BLUE - Defensive action on 192.142.188.117
2025-01-01 21:11:18,1.47.234.163,171.183.32.204,HTTPS,blue,BLUE - Defensive action on 171.183.32.204
2025-01-01 07:55:51,248.219.108.127,69.165.145.87,HTTPS,red,RED - HTTPS connection from 248.219.108.127 to 69.165.145.87
2025-01-01 20:36:45,219.248.175.229,175.24.23.26,HTTP,red,RED - HTTP connection from 219.248.175.229 to 175.24.23.26
2025-01-01 04:31:24,238.80.225.117,1.219.103.177,UDP,blue,BLUE - Defensive action on 1.219.103.177
2025-01-01 05:47:17,224.140.47.168,93.128.42.96,UDP,red,RED - UDP connection from 224.140.47.168 to 93.128.42.96
2025-01-01 14:25:49,161.156.119.110,168.46.48.1,UDP,blue,BLUE - Defensive action on 168.46.48.1
2025-01-01 02:50:15,34.115.227.3,3.175.61.253,HTTP,red,RED - HTTP connection from 34.115.227.3 to 3.175.61.253
2025-01-01 17:23:33,19.117.196.23,188.52.52.81,ICMP,blue,BLUE - Defensive action on 188.52.52.81
2025-01-01 04:59:33,98.68.73.18,136.4.84.113,ICMP,red,RED - ICMP connection from 98.68.73.18 to 136.4.84.113
2025-01-01 22:52:03,192.77.210.158,176.226.111.23,TCP,red,RED - TCP connection from 192.77.210.158 to 176.226.111.23
2025-01-01 04:29:02,151.196.179.247,110.161.71.64,ICMP,red,RED - ICMP connection from 151.196.179.247 to 110.161.71.64
2025-01-01 09:02:07,142.145.13.218,217.154.105.133,HTTPS,red,RED - HTTPS connection from 142.145.13.218 to 217.154.105.133
2025-01-01 14:15:47,76.27.122.127,99.57.123.128,HTTPS,red,RED - HTTPS connection from 76.27.122.127 to 99.57.123.128
2025-01-01 19:14:03,228.6.184.240,82.67.198.221,HTTPS,blue,BLUE - Defensive action on 82.67.198.221
2025-01-01 13:18:15,140.88.241.245,253.37.8.151,TCP,red,RED - TCP connection from 140.88.241.245 to 253.37.8.151
2025-01-01 09:32:45,56.20.30.243,203.203.146.161,HTTPS,blue,BLUE - Defensive action on 203.203.146.161
2025-01-01 15:25:18,180.205.42.164,138.78.142.22,ICMP,red,RED - ICMP connection from 180.205.42.164 to 138.78.142.22
2025-01-01 18:36:57,236.104.79.138,84.200.33.80,HTTP,red,RED - HTTP connection from 236.104.79.138 to 84.200.33.80
2025-01-01 02:06:29,63.44.222.30,117.28.158.171,UDP,red,RED - UDP connection from 63.44.222.30 to 117.28.158.171
2025-01-01 00:27:40,182.70.5.42,128.177.132.43,ICMP,red,RED - ICMP connection from 182.70.5.42 to 128.177.132.43
2025-01-01 09:47:07,188.60.15.86,207.219.139.135,TCP,blue,BLUE - Defensive action on 207.219.139.135
2025-01-01 20:59:42,161.39.254.117,131.184.28.128,HTTPS,red,RED - HTTPS connection from 161.39.254.117 to 131.184.28.128
2025-01-01 13:23:13,41.130.52.229,147.59.116.190,HTTPS,red,RED - HTTPS connection from 41.130.52.229 to 147.59.116.190
2025-01-01 01:36:12,220.6.125.12,121.186.196.236,UDP,red,RED - UDP connection from 220.6.125.12 to 121.186.196.236
2025-01-01 01:17:15,142.214.114.83,64.213.163.70,TCP,blue,BLUE - Defensive action on 64.213.163.70
2025-01-01 04:20:50,129.26.91.58,206.23.205.18,HTTP,blue,BLUE - Defensive action on 206.23.205.18
2025-01-01 11:18:43,84.44.233.3,95.102.149.145,ICMP,red,RED - ICMP connection from 84.44.233.3 to 95.102.149.145
2025-01-01 16:53:27,95.252.100.188,231.125.77.2,HTTP,red,RED - HTTP connection from 95.252.100.188 to 231.125.77.2
2025-01-01 08:28:59,139.177.4.244,86.0.192.218,ICMP,red,RED - ICMP connection from 139.177.4.244 to 86.0.192.218
2025-01-01 07:28:15,136.121.214.126,247.30.72.183,ICMP,red,RED - ICMP connection from 136.121.214.126 to 247.30.72.183
2025-01-01 01:35:54,236.118.211.180,230.190.234.250,TCP,red,RED - TCP connection from 236.118.211.180 to 230.190.234.250
2025-01-01 18:24:07,35.201.38.152,146.31.222.170,UDP,red,RED - UDP connection from 35.201.38.152 to 146.31.222.170
2025-01-01 10:37:10,67.161.201.180,213.167.162.116,ICMP,red,RED - ICMP connection from 67.161.201.180 to 213.167.162.116
2025-01-01 02:43:09,242.103.69.200,198.55.79.28,UDP,blue,BLUE - Defensive action on 198.55.79.28
2025-01-01 16:58:06,81.208.61.138,92.106.231.79,HTTP,blue,BLUE - Defensive action on 92.106.231.79
2025-01-01 04:21:57,24.80.155.212,181.20.110.214,ICMP,red,RED - ICMP connection from 24.80.155.212 to 181.20.110.214
2025-01-01 03:19:15,183.127.182.102,132.25.153.67,UDP,red,RED - UDP connection from 183.127.182.102 to 132.25.153.67
2025-01-01 14:43:24,219.231.127.25,119.52.71.32,TCP,red,RED - TCP connection from 219.231.127.25 to 119.52.71.32
2025-01-01 08:05:35,34.101.205.96,176.43.132.235,TCP,red,RED - TCP connection from 34.101.205.96 to 176.43.132.235
2025-01-01 02:20:50,51.227.65.24,232.169.62.11,HTTP,red,RED - HTTP connection from 51.227.65.24 to 232.169.62.11
2025-01-01 06:06:58,237.221.202.128,8.195.218.45,ICMP,red,RED - ICMP connection from 237.221.202.128 to 8.195.218.45
2025-01-01 06:48:50,71.143.228.227,39.17.125.166,ICMP,blue,BLUE - Defensive action on 39.17.125.166
2025-01-01 15:00:00,226.245.31.23,72.196.70.108,UDP,red,RED - UDP connection from 226.245.31.23 to 72.196.70.108
2025-01-01 22:57:54,255.9.195.201,183.183.245.140,HTTP,blue,BLUE - Defensive action on 183.183.245.140
2025-01-01 20:35:41,129.164.198.70,47.13.163.153,UDP,red,RED - UDP connection from 129.164.198.70 to 47.13.163.153
2025-01-01 10:13:42,15.241.183.197,150.119.81.26,UDP,red,RED - UDP connection from 15.241.183.197 to 150.119.81.26
2025-01-01 09:42:14,137.28.112.148,217.198.181.240,UDP,red,RED - UDP connection from 137.28.112.148 to 217.198.181.240
2025-01-01 08:36:45,152.162.183.234,152.14.180.243,HTTPS,red,RED - HTTPS connection from 152.162.183.234 to 152.14.180.243
2025-01-01 20:30:07,243.96.252.139,80.89.251.10,TCP,red,RED - TCP connection from 243.96.252.139 to 80.89.251.10
2025-01-01 08:28:10,155.112.10.135,123.0.169.235,HTTPS,red,RED - HTTPS connection from 155.112.10.135 to 123.0.169.235
2025-01-01 04:45:03,88.90.165.16,6.75.72.199,TCP,blue,BLUE - Defensive action on 6.75.72.199
2025-01-01 02:38:26,96.202.51.87,78.165.69.250,UDP,blue,BLUE - Defensive action on 78.165.69.250
2025-01-01 23:16:29,246.249.162.45,182.182.114.171,HTTPS,red,RED - HTTPS connection from 246.249.162.45 to 182.182.114.171
2025-01-01 13:46:35,79.150.65.46,187.0.200.218,HTTPS,red,RED - HTTPS connection from 79.150.65.46 to 187.0.200.218
2025-01-01 06:37:45,155.162.113.164,145.53.254.37,ICMP,red,RED - ICMP connection from 155.162.113.164 to 145.53.254.37
2025-01-01 08:39:54,89.163.85.163,227.45.171.115,TCP,blue,BLUE - Defensive action on 227.45.171.115
2025-01-01 07:38:03,64.34.179.66,202.55.0.13,HTTP,blue,BLUE - Defensive action on 202.55.0.13
2025-01-01 15:16:44,249.85.211.127,226.193.179.140,HTTP,red,RED - HTTP connection from 249.85.211.127 to 226.193.179.140
2025-01-01 17:27:27,202.115.83.116,19.17.150.6,ICMP,blue,BLUE - Defensive action on 19.17.150.6
2025-01-01 03:48:46,19.175.87.228,97.82.38.141,TCP,blue,BLUE - Defensive action on 97.82.38.141
2025-01-01 21:37:40,253.247.15.111,242.84.222.41,TCP,red,RED - TCP connection from 253.247.15.111 to 242.84.222.41
2025-01-01 12:03:17,53.97.209.179,142.135.144.77,UDP,red,RED - UDP connection from 53.97.209.179 to 142.135.144.77
2025-01-01 01:48:25,101.251.78.14,93.1.218.23,ICMP,blue,BLUE - Defensive action on 93.1.218.23
2025-01-01 07:16:11,25.13.105.44,164.149.41.122,TCP,blue,BLUE - Defensive action on 164.149.41.122
2025-01-01 14:28:16,121.250.135.24,165.198.94.95,HTTP,blue,BLUE - Defensive action on 165.198.94.95
2025-01-01 06:47:35,115.22.134.113,120.134.115.215,ICMP,red,RED - ICMP connection from 115.22.134.113 to 120.134.115.215
2025-01-01 05:30:08,193.49.43.172,89.211.116.142,TCP,blue,BLUE - Defensive action on 89.211.116.142
2025-01-01 19:01:35,108.243.120.122,77.40.202.232,TCP,red,RED - TCP connection from 108.243.120.122 to 77.40.202.232
2025-01-01 04:22:45,244.229.88.243,252.85.108.207,UDP,red,RED - UDP connection from 244.229.88.243 to 252.85.108.207
2025-01-01 01:33:13,109.40.222.52,211.75.132.82,TCP,red,RED - TCP connection from 109.40.222.52 to 211.75.132.82
2025-01-01 14:07:48,143.203.166.220,71.234.6.202,HTTPS,blue,BLUE - Defensive action on 71.234.6.202
2025-01-01 04:05:48,107.76.75.146,151.51.54.145,TCP,blue,BLUE - Defensive action on 151.51.54.145
2025-01-01 19:30:06,226.176.210.68,99.248.242.10,UDP,blue,BLUE - Defensive action on 99.248.242.10
2025-01-01 14:40:18,37.205.19.102,228.169.121.13,HTTP,blue,BLUE - Defensive action on 228.169.121.13
2025-01-01 13:33:36,6.172.155.80,72.251.50.249,UDP,red,RED - UDP connection from 6.172.155.80 to 72.251.50.249
2025-01-01 10:56:24,250.226.164.69,187.213.45.49,HTTP,red,RED - HTTP connection from 250.226.164.69 to 187.213.45.49
2025-01-01 14:49:28,190.248.191.211,15.81.33.80,HTTPS,blue,BLUE - Defensive action on 15.81.33.80
2025-01-01 04:56:19,200.14.88.50,225.102.29.64,TCP,blue,BLUE - Defensive action on 225.102.29.64
2025-01-01 01:50:26,236.184.101.71,95.237.203.163,TCP,red,RED - TCP connection from 236.184.101.71 to 95.237.203.163
2025-01-01 08:48:31,96.250.228.46,246.242.179.89,UDP,blue,BLUE - Defensive action on 246.242.179.89
2025-01-01 03:17:27,73.14.197.13,42.109.113.166,UDP,red,RED - UDP connection from 73.14.197.13 to 42.109.113.166
2025-01-01 09:47:49,167.209.10.222,200.4.242.234,UDP,red,RED - UDP connection from 167.209.10.222 to 200.4.242.234
2025-01-01 21:53:12,206.4.114.65,156.156.140.109,HTTP,blue,BLUE - Defensive action on 156.156.140.109
2025-01-01 16:42:41,65.111.238.78,174.203.52.2,HTTPS,blue,BLUE - Defensive action on 174.203.52.2
2025-01-01 20:26:31,166.144.152.176,28.246.32.87,ICMP,blue,BLUE - Defensive action on 28.246.32.87
2025-01-01 10:04:51,67.152.96.39,133.123.29.207,HTTPS,blue,BLUE - Defensive action on 133.123.29.207
2025-01-01 11:38:08,175.71.13.168,128.151.132.233,HTTP,blue,BLUE - Defensive action on 128.151.132.233
2025-01-01 14:08:11,189.18.97.88,186.113.243.233,ICMP,blue,BLUE - Defensive action on 186.113.243.233
2025-01-01 06:11:20,216.92.150.25,121.65.132.186,HTTPS,red,RED - HTTPS connection from 216.92.150.25 to 121.65.132.186
2025-01-01 12:13:12,168.45.113.91,58.157.215.202,ICMP,blue,BLUE - Defensive action on 58.157.215.202
2025-01-01 09:29:12,150.150.237.218,31.240.27.222,HTTPS,red,RED - HTTPS connection from 150.150.237.218 to 31.240.27.222
2025-01-01 17:11:34,228.99.61.223,175.195.152.106,TCP,red,RED - TCP connection from 228.99.61.223 to 175.195.152.106
2025-01-01 05:00:04,255.102.175.105,253.234.73.81,UDP,red,RED - UDP connection from 255.102.175.105 to 253.234.73.81
2025-01-01 17:45:08,86.90.160.163,15.2.231.71,UDP,red,RED - UDP connection from 86.90.160.163 to 15.2.231.71
2025-01-01 20:58:54,196.81.250.202,196.45.66.158,HTTP,blue,BLUE - Defensive action on 196.45.66.158
2025-01-01 14:41:13,110.244.196.2,10.102.191.244,TCP,blue,BLUE - Defensive action on 10.102.191.244
2025-01-01 19:20:03,49.9.2.161,188.127.115.178,ICMP,blue,BLUE - Defensive action on 188.127.115.178
2025-01-01 04:41:39,27.196.156.43,17.23.152.243,ICMP,blue,BLUE - Defensive action on 17.23.152.243
2025-01-01 18:56:35,153.172.222.228,176.68.175.231,HTTP,blue,BLUE - Defensive action on 176.68.175.231
2025-01-01 06:51:37,43.206.9.59,58.67.108.188,TCP,red,RED - TCP connection from 43.206.9.59 to 58.67.108.188
2025-01-01 04:29:03,94.19.192.225,164.130.24.153,TCP,red,RED - TCP connection from 94.19.192.225 to 164.130.24.153
2025-01-01 23:47:44,215.10.24.177,30.213.227.98,TCP,blue,BLUE - Defensive action on 30.213.227.98
2025-01-01 17:16:20,180.78.105.178,176.4.154.108,TCP,blue,BLUE - Defensive action on 176.4.154.108
2025-01-01 22:40:31,156.70.214.213,231.53.60.73,TCP,red,RED - TCP connection from 156.70.214.213 to 231.53.60.73
2025-01-01 18:07:19,51.102.134.213,134.103.183.181,HTTP,blue,BLUE - Defensive action on 134.103.183.181
2025-01-01 05:50:20,11.254.106.177,239.246.169.61,TCP,red,RED - TCP connection from 11.254.106.177 to 239.246.169.61
2025-01-01 03:14:25,233.56.252.39,244.46.38.186,TCP,blue,BLUE - Defensive action on 244.46.38.186
2025-01-01 23:27:34,60.233.151.68,119.25.51.209,UDP,red,RED - UDP connection from 60.233.151.68 to 119.25.51.209
2025-01-01 10:34:45,93.160.218.190,30.48.23.3,UDP,red,RED - UDP connection from 93.160.218.190 to 30.48.23.3
2025-01-01 11:57:58,92.224.137.225,188.47.190.209,ICMP,red,RED - ICMP connection from 92.224.137.225 to 188.47.190.209
2025-01-01 04:08:40,103.204.233.70,214.197.244.205,HTTP,red,RED - HTTP connection from 103.204.233.70 to 214.197.244.205
2025-01-01 04:06:58,34.30.81.27,107.247.224.47,HTTPS,blue,BLUE - Defensive action on 107.247.224.47
2025-01-01 13:03:22,157.14.66.124,236.249.57.228,HTTP,blue,BLUE - Defensive action on 236.249.57.228
2025-01-01 01:40:25,17.133.160.4,181.114.173.133,HTTPS,red,RED - HTTPS connection from 17.133.160.4 to 181.114.173.133
2025-01-01 15:45:34,170.127.246.89,170.197.76.215,HTTPS,red,RED - HTTPS connection from 170.127.246.89 to 170.197.76.215
2025-01-01 00:25:26,165.80.240.219,127.84.38.193,HTTP,blue,BLUE - Defensive action on 127.84.38.193
2025-01-01 08:46:14,85.142.25.130,58.193.206.210,UDP,red,RED - UDP connection from 85.142.25.130 to 58.193.206.210
2025-01-01 16:42:54,114.229.45.220,128.228.161.31,HTTP,red,RED - HTTP connection from 114.229.45.220 to 128.228.161.31
2025-01-01 03:44:13,104.211.18.143,141.0.46.203,HTTPS,blue,BLUE - Defensive action on 141.0.46.203
2025-01-01 18:30:28,144.105.233.244,88.186.27.210,UDP,blue,BLUE - Defensive action on 88.186.27.210
2025-01-01 12:05:12,144.242.186.184,116.58.49.195,UDP,red,RED - UDP connection from 144.242.186.184 to 116.58.49.195
2025-01-01 12:25:42,91.149.191.180,28.23.84.127,UDP,blue,BLUE - Defensive action on 28.23.84.127
2025-01-01 03:53:39,66.100.96.31,239.201.110.118,UDP,blue,BLUE - Defensive action on 239.201.110.118
2025-01-01 03:55:25,194.212.23.238,163.63.230.118,HTTPS,red,RED - HTTPS connection from 194.212.23.238 to 163.63.230.118
2025-01-01 18:09:42,2.24.221.215,150.247.90.178,HTTPS,red,RED - HTTPS connection from 2.24.221.215 to 150.247.90.178
2025-01-01 04:40:27,27.198.164.130,226.196.214.251,HTTPS,red,RED - HTTPS connection from 27.198.164.130 to 226.196.214.251
2025-01-01 09:57:40,102.175.150.116,207.68.70.106,HTTPS,blue,BLUE - Defensive action on 207.68.70.106
2025-01-01 19:56:42,221.160.111.52,54.148.176.236,UDP,red,RED - UDP connection from 221.160.111.52 to 54.148.176.236
2025-01-01 18:20:46,139.165.59.195,91.245.213.173,HTTPS,blue,BLUE - Defensive action on 91.245.213.173
2025-01-01 15:22:43,207.6.54.7,98.74.27.172,TCP,red,RED - TCP connection from 207.6.54.7 to 98.74.27.172
2025-01-01 09:43:13,193.82.146.175,65.74.31.177,ICMP,red,RED - ICMP connection from 193.82.146.175 to 65.74.31.177
2025-01-01 19:42:12,9.183.231.27,158.114.199.61,HTTPS,blue,BLUE - Defensive action on 158.114.199.61
2025-01-01 01:42:37,238.195.198.107,245.160.27.4,ICMP,red,RED - ICMP connection from 238.195.198.107 to 245.160.27.4
2025-01-01 22:35:38,223.226.115.234,163.188.100.199,UDP,blue,BLUE - Defensive action on 163.188.100.199
2025-01-01 16:20:27,46.38.95.247,45.61.193.11,HTTP,blue,BLUE - Defensive action on 45.61.193.11
2025-01-01 20:15:54,68.66.82.150,217.130.2.85,HTTP,red,RED - HTTP connection from 68.66.82.150 to 217.130.2.85
2025-01-01 01:27:15,40.165.26.199,239.154.251.203,HTTPS,blue,BLUE - Defensive action on 239.154.251.203
2025-01-01 02:39:12,201.162.112.245,48.34.81.107,HTTPS,blue,BLUE - Defensive action on 48.34.81.107
2025-01-01 03:20:51,90.113.109.170,85.169.184.76,UDP,blue,BLUE - Defensive action on 85.169.184.76
2025-01-01 20:26:15,211.4.58.172,89.228.123.232,HTTPS,red,RED - HTTPS connection from 211.4.58.172 to 89.228.123.232
2025-01-01 01:27:06,175.164.195.235,204.58.197.66,HTTPS,blue,BLUE - Defensive action on 204.58.197.66
2025-01-01 00:53:58,234.191.228.125,12.151.98.83,HTTPS,red,RED - HTTPS connection from 234.191.228.125 to 12.151.98.83
2025-01-01 03:29:37,43.3.33.54,172.109.217.214,TCP,red,RED - TCP connection from 43.3.33.54 to 172.109.217.214
2025-01-01 19:34:44,213.222.36.192,176.78.12.118,ICMP,red,RED - ICMP connection from 213.222.36.192 to 176.78.12.118
2025-01-01 03:11:11,19.27.91.204,65.36.116.234,ICMP,blue,BLUE - Defensive action on 65.36.116.234
2025-01-01 14:07:40,116.207.221.81,5.199.60.137,TCP,red,RED - TCP connection from 116.207.221.81 to 5.199.60.137
2025-01-01 21:19:16,12.37.183.238,129.54.148.202,ICMP,red,RED - ICMP connection from 12.37.183.238 to 129.54.148.202
2025-01-01 10:14:59,196.224.195.102,211.15.242.41,HTTPS,red,RED - HTTPS connection from 196.224.195.102 to 211.15.242.41
2025-01-01 04:57:55,192.200.151.246,163.73.152.174,ICMP,red,RED - ICMP connection from 192.200.151.246 to 163.73.152.174
2025-01-01 20:09:11,224.72.63.11,2.201.43.79,UDP,blue,BLUE - Defensive action on 2.201.43.79
2025-01-01 07:42:32,106.72.82.48,57.129.99.30,UDP,red,RED - UDP connection from 106.72.82.48 to 57.129.99.30
2025-01-01 19:58:59,119.37.148.172,18.128.50.51,HTTPS,blue,BLUE - Defensive action on 18.128.50.51
2025-01-01 12:02:45,92.65.120.26,73.35.99.82,HTTP,blue,BLUE - Defensive action on 73.35.99.82
2025-01-01 11:57:16,158.156.78.145,146.186.161.246,HTTP,red,RED - HTTP connection from 158.156.78.145 to 146.186.161.246
2025-01-01 00:10:33,81.126.113.183,190.223.141.216,ICMP,red,RED - ICMP connection from 81.126.113.183 to 190.223.141.216
2025-01-01 12:04:18,225.245.236.115,92.156.249.142,TCP,red,RED - TCP connection from 225.245.236.115 to 92.156.249.142
2025-01-01 23:30:13,156.41.143.220,212.71.100.68,TCP,red,RED - TCP connection from 156.41.143.220 to 212.71.100.68
2025-01-01 00:40:41,218.15.207.197,152.108.18.142,ICMP,blue,BLUE - Defensive action on 152.108.18.142
2025-01-01 23:48:29,199.76.187.101,58.148.68.119,HTTPS,red,RED - HTTPS connection from 199.76.187.101 to 58.148.68.119
