original_row_id,text_chunk,Equipment_Type,column_chunked,Priority,Date_Reported,Status,source_file,Mission_Title,Reported_By,Recommendation_ID,chunk_id,chunk_index,System_Affected,Issue_ID,source_column
4,cyber assessment operation incident threat network system operation threat security incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,e94da8c4-fecb-43f4-bca3-6284428ea008,4,,,Friction_Point
4,threat operation intel security operation system cyber operation security network cyber response system threat security cyber network threat security operation security assessment incident assessment cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,04391563-e540-42b5-8199-fc2a235f31e8,1,,,Recommendation
4,assessment cyber security operation threat security cyber cyber threat network security incident threat system incident security network incident network operation intel response system network network,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,2b0f5592-fd89-4312-8c16-0cd668d2240d,2,,,Recommendation
4,network network operation assessment security system response incident intel response assessment incident cyber response system security operation cyber incident incident response security response assessment cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,78cd41f2-853c-4302-b4af-4955da8fff3a,3,,,Recommendation
4,assessment cyber response threat security assessment network cyber assessment system network,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,1ff060c5-ba40-4903-a3d3-9a58b8d56983,4,,,Recommendation
4,assessment network response assessment operation cyber cyber operation threat network operation system system operation system operation security cyber assessment intel operation response response threat security,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,150ca304-632a-4fb2-baac-8172ad268eac,1,,,Observation
4,threat security operation system assessment assessment intel operation network network operation network security operation network network security intel incident intel operation network network incident security,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,6465441d-88c6-4b19-a6ba-5a4055c5a2bf,2,,,Observation
4,incident security incident threat assessment cyber network assessment operation incident intel network response operation system operation security intel response assessment operation response intel assessment operation,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,376b6d3c-e2b0-4f36-b541-dda15db6536b,3,,,Observation
4,assessment operation assessment threat operation incident security intel incident operation cyber,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,d6b19256-4a71-4130-8380-290624be7f96,4,,,Observation
4,incident response security assessment assessment response network security incident incident assessment assessment threat intel security response incident assessment system intel network cyber network threat operation,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,8d9472c6-71d7-44ea-8b76-f6b942d87e2e,1,,,Action_Item
4,threat operation intel incident assessment system intel network response system cyber incident network assessment cyber network security operation system response threat intel incident cyber intel,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,92d5195d-58d8-431c-ba0e-747b469f8db0,2,,,Action_Item
4,cyber intel cyber cyber system system threat security incident security incident system incident network operation intel response system security security response threat network security operation,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,12081627-b805-4cf5-aa00-d575e532c543,3,,,Action_Item
4,security operation security intel operation network response response cyber incident operation,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,7f346505-8ade-4032-a319-44df478aa548,4,,,Action_Item
4,network operation system security intel system incident incident security system cyber intel assessment incident threat threat cyber intel cyber cyber security security intel operation incident,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,a7350dfc-f0d1-4b97-8fa4-399a9b332b7d,1,,,Summary
4,operation incident cyber assessment system cyber system threat cyber cyber response security incident incident system system assessment incident threat cyber cyber response system incident assessment,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,53edc389-2a97-477f-b0eb-3699e80dbda9,2,,,Summary
4,incident assessment assessment assessment system incident assessment assessment cyber threat assessment operation response security intel intel cyber threat threat threat system incident response system cyber,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,91e86ca4-5d36-48c0-8e45-f865a8c8512b,3,,,Summary
4,system cyber security assessment response incident assessment operation system assessment operation,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_5,,,e75aabaf-bf0f-4476-8119-e41661c19a64,4,,,Summary
5,response intel operation threat security threat cyber threat threat intel security assessment intel network threat response threat response incident cyber intel operation operation cyber response,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,2795735e-a770-485a-815b-583c18997e64,1,,,FFIR
5,cyber response incident threat threat security incident system operation network security cyber response incident cyber incident security operation cyber intel assessment intel incident operation response,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,290a0c08-2955-4442-8a59-632b59eb4c5f,2,,,FFIR
5,operation response assessment security assessment cyber system system cyber system response system cyber security system response response threat system security threat cyber cyber incident cyber,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,4169e46b-631d-4433-8fb1-661868764901,3,,,FFIR
5,incident cyber security assessment system cyber assessment response cyber assessment intel,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,22e77080-0b6b-4570-b506-806dfc7f1d99,4,,,FFIR
5,operation system response operation assessment operation cyber response cyber operation intel security intel response assessment response assessment threat security system response response response network threat,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,d737db9d-6ecd-4f5c-a746-6c28da7f75d6,1,,,Friction_Point
5,network threat incident intel intel response security security assessment response cyber system response network threat threat network cyber incident operation response intel incident system security,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,c98bf8f0-c848-49fe-95a5-e9fdcf2983a2,2,,,Friction_Point
5,system security network cyber system cyber response network threat incident system response operation incident threat intel security operation assessment system assessment network network operation response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,39f88de5-dfda-4a07-abe3-a4a9dffec4bf,3,,,Friction_Point
5,operation response intel threat network cyber system assessment response operation response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,b00f19d6-5d4a-4f12-9ba9-3e2edf7c1e34,4,,,Friction_Point
5,security cyber system intel operation intel threat security intel security incident assessment operation response threat operation threat incident network cyber incident network assessment response incident,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,8ee8e9d5-4e4d-4715-a971-b74b0434988d,1,,,Recommendation
5,response incident threat operation assessment threat intel incident system operation threat intel operation incident network incident network system assessment system network response incident threat operation,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,d425b323-3ad9-4ff9-a00b-bc3152b6518e,2,,,Recommendation
5,threat operation security response assessment response incident threat cyber assessment operation cyber cyber intel threat intel operation system assessment incident intel system threat network operation,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,5ac58eb9-67be-45a8-9ae3-246c28e668ba,3,,,Recommendation
5,network operation network cyber assessment incident assessment assessment system intel cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,cf478a82-36a3-4259-87d4-76238dbf1437,4,,,Recommendation
5,intel assessment intel response response incident threat intel threat security response system response incident intel operation security threat assessment intel cyber assessment assessment network threat,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,43fa94e4-a9c2-415c-82b5-33186e5d7c79,1,,,Observation
5,network threat assessment operation assessment response assessment incident assessment incident threat response threat system intel assessment network intel system security threat system threat response threat,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,080fccda-9921-486f-8531-f2e1311e47a0,2,,,Observation
5,response threat threat response threat assessment cyber security intel security system network threat cyber security incident response operation cyber incident system intel operation threat operation,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,4f1b0b30-0c79-4c0d-af43-2dfcda453606,3,,,Observation
5,threat operation incident response operation response assessment response security threat network,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,20236f90-417b-49f8-9fde-0d5a67824112,4,,,Observation
5,response threat intel intel incident security system network incident system incident response assessment operation intel cyber system network security intel intel system assessment response system,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,53da82df-8b0c-4d25-9b87-840c68633e37,1,,,Action_Item
5,response system response incident threat response threat cyber threat threat assessment incident security network cyber assessment response operation network system cyber assessment security intel threat,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,9a3fbc9d-a0a7-49df-9c37-618c7dcca335,2,,,Action_Item
5,intel threat security security intel incident system cyber assessment response response operation operation operation assessment assessment operation security operation security network cyber network operation cyber,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,0ab4745f-a5aa-4671-a528-b93ea4080370,3,,,Action_Item
5,operation cyber intel threat network intel threat security security threat network,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,2115a4c7-9936-4650-a141-7ec886b17ad4,4,,,Action_Item
5,system threat incident response system operation response response security assessment system operation system system network system response threat operation response system security assessment security intel,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,0aa4a1dd-b8f3-462c-9ac8-99dd3f53f1d3,1,,,Summary
5,security intel network operation response assessment threat incident network system incident cyber assessment intel security security threat operation response response cyber operation cyber system response,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,91bcdf40-96bb-4d4c-a544-31f26ddc1857,2,,,Summary
5,system response network system incident network threat cyber cyber cyber assessment threat threat system cyber operation threat operation cyber system security security operation assessment security,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,916147f0-47ef-4e21-88be-457f9f3babf8,3,,,Summary
5,assessment security incident response incident security incident assessment assessment intel threat,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_6,,,d5475db6-1b7a-4f97-98f8-9bedb6cd99cd,4,,,Summary
6,intel network cyber network cyber cyber cyber security response threat security security network cyber threat security threat operation assessment operation incident threat incident assessment intel,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,050160da-f673-40c7-ac02-41bdeef8ec30,1,,,FFIR
6,assessment intel operation intel threat system assessment intel system incident cyber threat operation incident security threat operation intel operation intel intel threat assessment operation cyber,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,a36f7b69-db76-4716-96fd-e5d0077283ff,2,,,FFIR
6,operation cyber operation response threat response system network assessment cyber security incident cyber cyber network intel operation response system network threat threat threat incident intel,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,836a657c-1514-4754-abf3-8ad7f1f140f2,3,,,FFIR
6,incident intel incident security security cyber operation assessment intel cyber response,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,059459f5-e431-488f-b3b7-c39943431556,4,,,FFIR
6,intel network network operation security response threat response cyber operation operation system intel security response system incident incident intel security assessment cyber cyber network response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,aa9d58d0-01ce-43bc-9ea0-a3194d6aa808,1,,,Friction_Point
6,network response security response response response response response cyber cyber assessment threat network response system threat threat network response assessment cyber network cyber assessment intel,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,628e39aa-98c1-4957-83bc-b6e27803e393,2,,,Friction_Point
6,assessment intel cyber assessment threat threat security incident incident threat cyber system assessment intel security threat network threat intel intel incident system assessment incident incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,5e58d195-67e9-4ade-871b-317dd24ad907,3,,,Friction_Point
6,incident incident security system cyber response security intel system system intel,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,2904b3ba-ba04-41bd-aee1-86819d04eab6,4,,,Friction_Point
6,system response intel security intel operation system network incident operation cyber incident system threat system system network intel network response assessment assessment cyber system network,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,1f13f704-29eb-4c38-a42e-9a12fb09a11c,1,,,Recommendation
6,system network assessment incident incident assessment operation intel operation security security system system security operation security operation incident system network threat incident threat incident threat,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,f6ef210d-9731-498a-973d-34efa16faced,2,,,Recommendation
6,incident threat intel network system operation assessment network response response cyber response response incident assessment network security incident operation cyber incident system response network network,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,49a5a7a2-1329-4ddb-b4ab-6e25b9dfefed,3,,,Recommendation
6,network network intel cyber network security system assessment assessment response threat,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,5b1f23d5-f50a-48c9-b578-231107210c10,4,,,Recommendation
6,security operation incident assessment operation cyber operation system assessment incident cyber intel assessment system response system cyber response system threat network operation intel network cyber,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,fbbe3e9e-4b77-4e8a-8fb0-309fa8303baf,1,,,Observation
6,network cyber operation cyber incident operation incident system threat cyber cyber cyber security assessment security operation assessment operation system network security cyber threat cyber operation,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,9293db9e-c424-4285-8940-d2df5ad122fe,2,,,Observation
6,cyber operation operation threat incident cyber incident assessment assessment threat operation assessment response response operation operation response operation security network assessment system threat security threat,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,22be9c9c-000a-43ef-947a-b5868a5f0b5a,3,,,Observation
6,security threat response threat incident network operation system incident response response,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,ea47d5a6-0ff3-4515-b582-f30ff06b615c,4,,,Observation
6,network cyber response system network operation system threat incident intel incident security operation security system operation operation system operation incident security incident network network response,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,6a70ba9e-114c-4b03-a563-2f97fca6f1b1,1,,,Action_Item
6,network response response response threat assessment threat incident network intel intel system incident network threat intel network intel cyber intel threat incident threat network intel,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,8d8402a3-b7ce-4dc4-a3a1-0131d9f62093,2,,,Action_Item
6,network intel incident system system network response threat incident intel incident network incident incident incident operation intel response response intel assessment threat network system network,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,c279aef5-b645-4694-83f2-cbf053962612,3,,,Action_Item
6,system network network cyber security operation operation incident system threat security,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,85615bb4-2bb6-492f-9e97-3b3c4bdfebf4,4,,,Action_Item
6,intel incident intel operation operation security system cyber response assessment system response cyber operation security incident incident response system cyber response threat incident intel security,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,131125c8-9c9e-4380-bd17-53ce18059529,1,,,Summary
6,intel security system intel security system security network intel cyber system threat threat assessment response incident operation intel security cyber security intel response response response,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,5562d80d-8343-44b0-85e8-607417de44ff,2,,,Summary
6,response response cyber threat network network cyber intel response intel security incident cyber intel assessment security cyber threat security response incident assessment threat incident threat,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,37325388-4255-4ee5-a57e-c921c4252e4c,3,,,Summary
6,incident threat operation cyber system network cyber assessment system operation security,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_7,,,bb2e5dd8-1f5c-4cbf-80d4-9d7c708a873b,4,,,Summary
7,operation threat intel cyber assessment operation operation security cyber assessment cyber threat system operation assessment network threat cyber response incident security security cyber network response,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,2a029d75-5cc3-4d13-b076-2e59726adfd2,1,,,FFIR
7,network response intel threat system security threat assessment cyber incident network cyber network system intel intel intel network security assessment incident response assessment intel assessment,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,8f36c921-32b2-4b8b-8f7d-6be24b717b53,2,,,FFIR
7,intel assessment network operation assessment intel network cyber threat threat incident incident incident cyber response system network response incident threat security system incident cyber security,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,9bbc3333-a460-4d7e-bc0c-7932f99ccd03,3,,,FFIR
7,cyber security system security operation assessment operation threat security response security,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,0fbd5580-175c-4020-89fd-6acea1c2ed37,4,,,FFIR
7,system cyber system network incident network response network response security response network threat response incident network assessment system cyber network security response threat cyber incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,29ef1772-13b6-4767-9e9e-b456ae6e5b75,1,,,Friction_Point
7,cyber incident operation system network assessment threat assessment response security system assessment intel system incident assessment system network threat operation assessment cyber assessment assessment response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,42dd8318-3205-4c59-afe5-87b06c40c866,2,,,Friction_Point
7,assessment response network system network system incident response incident system operation assessment intel cyber intel threat cyber threat intel network response network incident incident system,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,c71fa426-d4ba-4018-aa64-3046be8c297e,3,,,Friction_Point
7,incident system network response assessment incident cyber incident assessment intel system,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,e56ffd2f-891c-485d-b8ea-f2be197c16bb,4,,,Friction_Point
7,operation cyber security cyber system threat system cyber security response response assessment incident threat incident response system security assessment operation operation system threat incident incident,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,05b87003-7dd8-4170-aec2-114166320bea,1,,,Recommendation
7,incident incident operation network intel security operation network intel security assessment operation response assessment response cyber network assessment intel operation network operation intel operation security,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,d29e8053-22d9-4a84-99eb-31d28b8a9cf6,2,,,Recommendation
7,operation security operation security system intel assessment operation assessment assessment system system security incident intel cyber intel security intel intel assessment security cyber system cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,dbc36a75-d5fa-46e1-bae2-eb1d0b5b20a9,3,,,Recommendation
7,system cyber incident response threat intel response incident network intel network,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,a9502fef-50c9-4ce3-af49-b483dc2bdfe9,4,,,Recommendation
7,security response operation cyber assessment network operation cyber intel system incident assessment security assessment network assessment threat threat assessment system incident system response assessment cyber,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,00c8ff33-862c-46b3-bc27-bf33b6ee4742,1,,,Observation
7,assessment cyber response operation system network network network response network network cyber network operation network intel operation intel incident response threat system threat system network,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,41a40839-1855-4dd3-9548-4cfaec23628b,2,,,Observation
7,system network cyber operation intel assessment cyber threat incident response cyber system intel incident assessment cyber assessment security system cyber response intel system intel security,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,0501b0a3-be6f-4206-b016-28500fb6b9fe,3,,,Observation
7,intel security intel threat system network threat intel operation intel assessment,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,fb88ba89-2eab-469b-b262-0661cc00c49e,4,,,Observation
7,intel assessment system intel incident system operation assessment response response response intel intel cyber incident cyber threat response threat network cyber network operation incident network,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,9018177b-fc5d-4784-8811-ee56c9876704,1,,,Action_Item
7,incident network system intel network incident security assessment network threat response response network cyber system threat assessment network incident response response system incident threat operation,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,14fb4cc0-f680-4aa6-9212-0fd9c4d972df,2,,,Action_Item
7,threat operation intel cyber network assessment operation incident response cyber intel threat incident assessment cyber intel threat operation threat response threat response operation system intel,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,f7bae514-2f37-4e3f-a023-a9731de5a723,3,,,Action_Item
7,system intel operation system system security network operation response incident cyber,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,c3c7ca27-ab73-480d-8cbe-793dc7cdf3be,4,,,Action_Item
7,incident operation threat incident assessment cyber threat intel operation incident security network cyber network network intel threat operation security assessment system intel response intel network,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,d2b7e9c0-231d-4e80-bc00-b44c74b82e1a,1,,,Summary
7,intel network operation operation threat incident cyber intel security security cyber operation threat incident system security system assessment threat threat intel cyber cyber operation system,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,875e7256-06b6-4bb0-9ccc-095b8d7412fe,2,,,Summary
7,operation system operation assessment assessment cyber security response response threat system assessment security response response system threat cyber operation incident incident intel threat intel response,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,5d6e5a98-56fb-4998-981f-db918d04e193,3,,,Summary
7,intel response system threat system intel operation security cyber incident security,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_8,,,11741eac-b688-4b68-add6-19804cf537e1,4,,,Summary
8,threat assessment threat response intel system security threat network operation intel assessment network response threat cyber network network threat incident cyber assessment cyber response incident,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,15a649da-b118-4a68-9939-268708916bfa,1,,,FFIR
8,response incident security network system threat system threat threat response assessment cyber incident incident assessment assessment security security response network incident operation operation system network,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,48cab337-df44-4d73-b512-a59928fe19f2,2,,,FFIR
8,system network assessment intel threat incident cyber cyber threat operation network threat security network network response assessment system system intel intel operation security assessment operation,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,49ee45b1-39f1-4302-b660-28285bd77ce8,3,,,FFIR
8,assessment operation cyber network intel response response response system incident system,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,3f4cbdcb-9a3e-4a6d-a20c-0773fb0cd81b,4,,,FFIR
8,cyber security cyber system network incident cyber operation incident security security assessment system system system incident security cyber incident cyber cyber operation network security response,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,602546b9-c2cf-48e8-bef4-0f3a16c0d260,1,,,Friction_Point
8,security response intel assessment intel response assessment assessment operation security threat response security threat security system assessment incident intel cyber intel assessment incident operation threat,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,a130cc02-14bb-4e00-b0f5-fc14c58cb460,2,,,Friction_Point
8,operation threat threat security response response intel assessment assessment incident operation intel threat system security security assessment response security network security incident assessment security system,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,94a3ba01-cfc6-4164-8106-7bdc6cbf4024,3,,,Friction_Point
8,security system system operation cyber system threat response intel operation incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,979dc78b-2cf6-402f-a3eb-06157e8c1f9a,4,,,Friction_Point
8,intel response intel incident response cyber threat assessment assessment response network cyber intel threat response threat operation response security intel response assessment operation response intel,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,252f9f91-6a03-485a-b696-0b3da4fcf13d,1,,,Recommendation
8,response intel incident threat security assessment threat assessment operation cyber operation response threat threat cyber operation security assessment response system threat security response incident security,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,56b5e118-f6a6-4a59-a5e7-1516a41bc2d0,2,,,Recommendation
8,incident security threat intel response assessment incident response intel incident assessment assessment intel threat network threat network incident cyber intel assessment intel operation assessment response,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,841106c4-ade3-4616-beba-178989aa084c,3,,,Recommendation
8,assessment response cyber operation operation network security cyber response response cyber,,Recommendation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,89ebc325-4acc-47bd-b148-71b326d290a7,4,,,Recommendation
8,network operation response intel assessment response threat intel assessment incident operation intel assessment response intel intel assessment network operation response incident security operation security intel,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,901960f2-9388-47f6-ae36-9eb6aafe181e,1,,,Observation
8,security intel response threat response response security network threat intel intel cyber response operation assessment operation intel operation security system cyber threat cyber threat intel,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,90d8f750-0536-4f5b-8cc6-80de0a87c040,2,,,Observation
8,threat intel system security security operation cyber assessment cyber response cyber incident network intel network assessment assessment response network intel response incident cyber response incident,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,1225b76a-bbe0-4700-9cc7-4385bc5d18ff,3,,,Observation
8,response incident incident response threat incident assessment intel security intel system,,Observation,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,15480e1b-5b25-451c-bb27-b62d8bfbd402,4,,,Observation
8,response intel assessment incident incident operation incident network network threat response intel assessment system threat assessment threat incident system threat network incident operation system system,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,3dd1478e-53d1-451c-90b8-0ffdfc71341a,1,,,Action_Item
8,system system cyber operation cyber response response response network threat assessment system assessment intel assessment threat operation threat intel network operation cyber network intel incident,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,b291c6c8-a37d-402e-8658-f6cf51975e8c,2,,,Action_Item
8,intel incident system network operation cyber intel operation cyber intel system cyber response security threat assessment security cyber assessment cyber response intel threat security network,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,be3c56c6-b294-429b-863b-916a508e5c27,3,,,Action_Item
8,security network intel network incident intel system response security threat operation,,Action_Item,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,40e53aa1-6146-42c8-9cdb-9a4abb189bc8,4,,,Action_Item
8,response response response incident system assessment intel response incident response response security operation cyber threat security threat network security incident operation intel threat cyber security,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,52bdc5cd-5425-401a-8254-3173fe66c820,1,,,Summary
8,cyber security system assessment intel incident cyber security cyber security operation network intel threat cyber response cyber assessment cyber network response operation assessment assessment cyber,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,659d851e-d604-440a-93bd-c671d5fbe6cd,2,,,Summary
8,assessment cyber response cyber intel intel cyber security incident incident operation threat operation threat response response operation cyber incident network incident security operation intel threat,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,1f24522a-72c5-4810-a2be-f725c20b7817,3,,,Summary
8,intel threat assessment security intel security intel incident system security assessment,,Summary,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_9,,,97820820-bf6b-44f7-9d96-dd903aa77350,4,,,Summary
9,security threat threat security system threat intel operation intel system incident assessment cyber operation network intel operation response incident security system assessment operation response cyber,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_10,,,1faff318-c27b-4371-8065-9fd27b972247,1,,,FFIR
9,response cyber response incident cyber operation system system security system cyber response intel security incident incident security cyber network intel intel system security network system,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_10,,,926576d0-7563-43a8-a0fe-d64c702265b1,2,,,FFIR
9,network system incident threat intel security threat operation incident threat incident intel cyber assessment threat intel response incident security incident security security cyber response response,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_10,,,857d6ea1-542c-43b8-82da-aa80f956612f,3,,,FFIR
9,response response operation security security intel intel security operation cyber intel,,FFIR,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_10,,,3cda089b-5321-4af1-8817-ff630f639db1,4,,,FFIR
9,operation cyber incident security assessment intel incident incident operation operation operation operation assessment network intel incident system cyber incident incident threat intel assessment response incident,,Friction_Point,,,,FFIRs_Friction_Points_Recommendations.csv,Mission_10,,,34203596-53fb-4b2e-96bb-8817651a50af,1,,,Friction_Point
